task_id,priority,theme,region_bucket,seed_ticker,seed_company,market_country,asset_pool,bfs_depth,module,current_pool,source_targets,extraction_keywords,expansion_goal,agent_prompt
DISC-0060,P1_expand_after_p0,other,china_hk,002913.SZ,奥士康,A股主板,中国资产池,D3,PCB,雷达池,"annual report, quarterly results, investor presentation, official product and customer pages",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 002913.SZ 奥士康. Module: PCB. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0092,P1_expand_after_p0,other,china_hk,300476.SZ,胜宏科技,A股创业板,中国资产池,D3,PCB,排除池,"annual report, quarterly results, investor presentation, official product and customer pages",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 300476.SZ 胜宏科技. Module: PCB. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0096,P1_expand_after_p0,power_cooling_grid,china_hk,300249.SZ,依米康,A股创业板,中国资产池,D3-D4,Cooling/IDC,排除池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 300249.SZ 依米康. Module: Cooling/IDC. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0066,P1_expand_after_p0,power_cooling_grid,china_hk,603912.SH,佳力图,A股主板,中国资产池,D3-D4,Data center cooling,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 603912.SH 佳力图. Module: Data center cooling. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0135,P1_expand_after_p0,optics_photonics_cpo,satellite_non_us,IQE.L,IQE,欧洲,卫星资产池,D3-D4,Compound semiconductor epi,雷达池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: IQE.L IQE. Module: Compound semiconductor epi. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0137,P1_expand_after_p0,optics_photonics_cpo,satellite_non_us,SIVE.ST,Sivers Semiconductors,欧洲,卫星资产池,D3-D4,Photonics/mmWave,雷达池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: SIVE.ST Sivers Semiconductors. Module: Photonics/mmWave. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0143,P1_expand_after_p0,power_cooling_grid,satellite_non_us,ALFA.ST,Alfa Laval,欧洲,卫星资产池,D3-D4,Heat exchangers / thermal,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: ALFA.ST Alfa Laval. Module: Heat exchangers / thermal. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0038,P2_radar_if_blocks_d2,power_cooling_grid,US,BE,Bloom Energy,US,美国资产池,D4-D5,On-site power / fuel cells,雷达/候选池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: BE Bloom Energy. Module: On-site power / fuel cells. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0040,P2_radar_if_blocks_d2,power_cooling_grid,US,CCJ,Cameco,US,美国资产池,D4-D5,Uranium,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: CCJ Cameco. Module: Uranium. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0034,P2_radar_if_blocks_d2,power_cooling_grid,US,GEV,GE Vernova,US,美国资产池,D4,Grid + gas turbines,雷达/候选池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: GEV GE Vernova. Module: Grid + gas turbines. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0039,P2_radar_if_blocks_d2,power_cooling_grid,US,LEU,Centrus Energy,US,美国资产池,D4-D5,Nuclear fuel / HALEU,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: LEU Centrus Energy. Module: Nuclear fuel / HALEU. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0082,P2_radar_if_blocks_d2,materials_equipment,china_hk,0981.HK,中芯国际 SMIC,H股,中国资产池,D4,Foundry / China localization,雷达/候选池,"annual report, segment disclosure, product purity/specification pages, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; photoresist; slurry; etch gas; vacuum; UPW; wafer; SOI; InP,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 0981.HK 中芯国际 SMIC. Module: Foundry / China localization. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0070,P2_radar_if_blocks_d2,power_cooling_grid,china_hk,002028.SZ,思源电气,A股主板,中国资产池,D4,Switchgear/transformer/electrical equipment,候选池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 002028.SZ 思源电气. Module: Switchgear/transformer/electrical equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0083,P2_radar_if_blocks_d2,power_cooling_grid,china_hk,1347.HK,华虹半导体,H股,中国资产池,D4,Specialty foundry,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 1347.HK 华虹半导体. Module: Specialty foundry. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0073,P2_radar_if_blocks_d2,power_cooling_grid,china_hk,600089.SH,特变电工,A股主板,中国资产池,D4-D5,Transformer/power equipment + energy,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 600089.SH 特变电工. Module: Transformer/power equipment + energy. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0071,P2_radar_if_blocks_d2,power_cooling_grid,china_hk,600312.SH,平高电气,A股主板,中国资产池,D4,High-voltage equipment,雷达/候选池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 600312.SH 平高电气. Module: High-voltage equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0069,P2_radar_if_blocks_d2,power_cooling_grid,china_hk,600406.SH,国电南瑞,A股主板,中国资产池,D4,Grid automation,雷达/候选池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 600406.SH 国电南瑞. Module: Grid automation. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0072,P2_radar_if_blocks_d2,power_cooling_grid,china_hk,601179.SH,中国西电,A股主板,中国资产池,D4,Transformer/switchgear,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 601179.SH 中国西电. Module: Transformer/switchgear. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0133,P2_radar_if_blocks_d2,materials_equipment,satellite_non_us,VATN.SW,VAT Group,欧洲,卫星资产池,D4,Vacuum valves,雷达/候选池,"annual report, segment disclosure, product purity/specification pages, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; photoresist; slurry; etch gas; vacuum; UPW; wafer; SOI; InP,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: VATN.SW VAT Group. Module: Vacuum valves. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0140,P2_radar_if_blocks_d2,power_cooling_grid,satellite_non_us,ENR.DE,Siemens Energy,欧洲,卫星资产池,D4,Grid/power equipment,候选/雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: ENR.DE Siemens Energy. Module: Grid/power equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0077,P3_deep_radar,hbm_memory_storage,china_hk,002371.SZ,北方华创,A股主板,中国资产池,D4,Semiconductor equipment,候选/雷达池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 002371.SZ 北方华创. Module: Semiconductor equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0079,P3_deep_radar,hbm_memory_storage,china_hk,002409.SZ,雅克科技,A股主板,中国资产池,D4,Semiconductor materials,候选/雷达池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 002409.SZ 雅克科技. Module: Semiconductor materials. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0095,P3_deep_radar,hbm_memory_storage,china_hk,300666.SZ,江丰电子,A股创业板,中国资产池,D4,Semiconductor materials,排除池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 300666.SZ 江丰电子. Module: Semiconductor materials. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0080,P3_deep_radar,hbm_memory_storage,china_hk,603986.SH,兆易创新,A股主板,中国资产池,D4-D5,Memory/MCU,排除/雷达池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 603986.SH 兆易创新. Module: Memory/MCU. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0088,P3_deep_radar,networking_fabric,china_hk,0728.HK / 601728.SH,中国电信,H股/A股,中国资产池,D4,IDC/cloud/network,雷达/候选池,"annual report, product pages, switch/NIC/retimer/AEC roadmap, hyperscaler network disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; 800G; 1.6T; Ethernet; InfiniBand; NVLink; retimer; AEC; SerDes,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 0728.HK / 601728.SH 中国电信. Module: IDC/cloud/network. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0087,P3_deep_radar,networking_fabric,china_hk,0941.HK / 600941.SH,中国移动,H股/A股,中国资产池,D4,IDC/network/AI infra buyer,雷达/候选池,"annual report, product pages, switch/NIC/retimer/AEC roadmap, hyperscaler network disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; 800G; 1.6T; Ethernet; InfiniBand; NVLink; retimer; AEC; SerDes,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 0941.HK / 600941.SH 中国移动. Module: IDC/network/AI infra buyer. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0078,P3_deep_radar,other,china_hk,603690.SH,至纯科技,A股主板,中国资产池,D4,Wet process / high-purity systems,雷达池,"annual report, quarterly results, investor presentation, official product and customer pages",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 603690.SH 至纯科技. Module: Wet process / high-purity systems. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0094,P3_deep_radar,other,china_hk,688012.SH,中微公司,A股科创板,中国资产池,D4,Semiconductor equipment,排除池,"annual report, quarterly results, investor presentation, official product and customer pages",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 688012.SH 中微公司. Module: Semiconductor equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0134,P3_deep_radar,advanced_packaging_substrate,satellite_non_us,SOIT.PA,Soitec,欧洲,卫星资产池,D4,SOI/SmartSiC substrate,雷达/候选池,"annual report, packaging capacity notes, substrate capacity, equipment orders, customer cross-disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CoWoS; 2.5D; hybrid bonding; TCB; ABF; interposer; substrate,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: SOIT.PA Soitec. Module: SOI/SmartSiC substrate. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0105,P3_deep_radar,hbm_memory_storage,satellite_non_us,6361.T,Ebara,日本,卫星资产池,D4,CMP/vacuum/fab infra,雷达/候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6361.T Ebara. Module: CMP/vacuum/fab infra. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0103,P3_deep_radar,hbm_memory_storage,satellite_non_us,8035.T,Tokyo Electron,日本,卫星资产池,D4,WFE,核心beta/雷达,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 8035.T Tokyo Electron. Module: WFE. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0132,P3_deep_radar,hbm_memory_storage,satellite_non_us,ASM.AS,ASM International,欧洲,卫星资产池,D4,ALD/deposition,候选/雷达池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: ASM.AS ASM International. Module: ALD/deposition. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0131,P3_deep_radar,hbm_memory_storage,satellite_non_us,ASML.AS,ASML,欧洲,卫星资产池,D4,EUV lithography,核心beta/雷达,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: ASML.AS ASML. Module: EUV lithography. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0136,P3_deep_radar,optics_photonics_cpo,satellite_non_us,AIXA.DE,Aixtron,欧洲,卫星资产池,D4,Compound semi equipment,雷达/候选池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: AIXA.DE Aixtron. Module: Compound semi equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0106,P3_deep_radar,testing_metrology,satellite_non_us,6368.T,Organo,日本,卫星资产池,D4,UPW systems,雷达池,"annual report, product application pages, orders/backlog, tester/probe/socket revenue mix",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; probe card; wafer probe; known good die; memory test; SoC test; inspection,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6368.T Organo. Module: UPW systems. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0104,P3_deep_radar,testing_metrology,satellite_non_us,6920.T,Lasertec,日本,卫星资产池,D4,Mask inspection/metrology,候选/雷达池,"annual report, product application pages, orders/backlog, tester/probe/socket revenue mix",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; probe card; wafer probe; known good die; memory test; SoC test; inspection,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6920.T Lasertec. Module: Mask inspection/metrology. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
