rank,priority_tier,ticker,company,market_country,asset_pool,bfs_depth,module,current_pool,total_score,score_bucket,verification_status,source_priority,primary_sources_to_find,metrics_to_verify,upgrade_conditions,downgrade_conditions,evidence_state,counterevidence,dependency_path,dependency_edge,etf_clue,smart_money_clue
188,P1_d1_d3_followup,002815.SZ,崇达技术,A股主板,中国资产池,D2,服务器PCB/GPU加速卡PCB/交换机PCB/通信服务器,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 2025年半年度报告 / 客户认证资料 / 服务器PCB收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,服务器领域与中兴、新华三、云尖、浪潮等建立合作；供应超级计算机主板、服务器存储设备、GPU加速卡PCB,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,需确认AI服务器与普通服务器、通信设备PCB收入占比；多品种小批量模式限制规模弹性,"AI infra demand (seeds: 沪电股份, 深南电路, 中兴通讯) → 服务器PCB/GPU加速卡PCB/交换机PCB/通信服务器",BOM边,通信/电子/PCB ETF (515260/512480),公募/北向/陆股通
189,P2_radar_if_blocks_d2,603920.SH,世运电路,A股主板,中国资产池,D2,高多层PCB/AI服务器PCB/数据中心PCB/超低损耗PCB,雷达池,72,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / AI服务器PCB产品说明 / 客户认证资料 / 订单与收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,产品应用于人工智能、计算机等领域；云端数据中心、AI大算力模组、高多层超低损PCB已量产含28层AI服务器板,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,合理推论,汽车电子仍主要下游；AI server量产≠收入占比高；需核验28层产品是否进核心客户BOM,"AI infra demand (seeds: 沪电股份, 景旺电子, 东山精密) → 高多层PCB/AI服务器PCB/数据中心PCB/超低损耗PCB",BOM边,通信/电子/PCB ETF (515260/512480),公募/北向/陆股通
190,P3_deep_radar,002130.SZ,沃尔核材,A股主板,中国资产池,D1,高速通信线/DAC-AEC/800G铜互连/PCIe5.0,雷达池,60,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 投资者关系记录 / 高速线产品目录 / 客户认证资料,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,2025年高速通信线收入快速增长；单通道224G/s、多通道800G/s、PCIe5.0已应用于国际前沿数据中心、服务器,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,待原文核验,证据偏互动平台/二手解读；需核验高速线收入、客户、毛利、单一大客户风险,"AI infra demand (seeds: 立讯精密, 东山精密, 工业富联) → 高速通信线/DAC-AEC/800G铜互连/PCIe5.0",BOM边,云计算/AI主题 ETF,公募/北向/陆股通
191,P0_first_batch,601869.SH,长飞光纤,A股主板,中国资产池,D1,光纤光缆/算力网络/光互连/空芯光纤,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 空芯光纤项目资料 / 运营商/数据中心客户公告 / 产品规格页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,生成式AI和算力数据中心建设对算力网络光通信产品产生结构性影响；推进空芯光纤商用,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,光纤光缆需求受运营商周期影响；需拆分AI数据中心相关收入和传统通信收入,"AI infra demand (seeds: 光迅科技, 华工科技, 运营商) → 光纤光缆/算力网络/光互连/空芯光纤",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
192,P1_d1_d3_followup,600105.SH,永鼎股份,A股主板,中国资产池,D2,光纤光缆/MPO连接器/数据电缆/AI数据通信,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 光通信产品页 / 数据中心客户公告 / 光器件/MPO收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,光通信产业链向光芯片、光器件、MPO连接器延伸；满足AI数据通信增长需求,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,需区分运营商光缆周期、铜导体/汽车线束和AI数据中心光互连；MPO/光器件占比待核验,"AI infra demand (seeds: 光迅科技, 中兴通讯, 运营商) → 光纤光缆/MPO连接器/数据电缆/AI数据通信",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
193,P3_deep_radar,000070.SZ,特发信息,A股主板,中国资产池,D3,光通信/光纤光缆/智能终端/线缆服务,雷达池,60,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 光纤光缆收入拆分 / 运营商中标公告 / 数据中心客户资料,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,立足光通信领域，深耕光纤光缆、智能终端业务,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,待原文核验,AI数据中心直接收入证据较弱，可能只是传统光通信/运营商周期映射,"AI infra demand (seeds: 中兴通讯, 运营商, 光迅科技) → 光通信/光纤光缆/智能终端/线缆服务",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
194,P2_radar_if_blocks_d2,603042.SH,华脉科技,A股主板,中国资产池,D3,数据中心解决方案/ODN/光无源器件/机柜机房,雷达池,72,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 数据中心解决方案产品页 / 客户项目公告 / 收入结构拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,产品覆盖ODN、光无源器件、光缆、机箱机柜、数据中心解决方案,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,偏通信配套/机房解决方案，离AI训练推理集群较远；需核验是否AIDC还是普通机房建设,"AI infra demand (seeds: 运营商, 中兴通讯, 光迅科技) → 数据中心解决方案/ODN/光无源器件/机柜机房",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
195,P2_radar_if_blocks_d2,002706.SZ,良信股份,A股主板,中国资产池,D1,数据中心低压配电/UPS/HVDC/智能配电柜,雷达池,72,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 互动易/投资者关系记录 / 数据中心产品页 / 北美客户认证资料,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,基于AI算力需求开发可用于北美数据中心UPS及配电柜主开关产品；低压电器应用于数据中心低压配电柜/电力模组/UPS/HVDC,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,合理推论,需核验数据中心业务收入、海外客户认证和UL开关实际出货；低压电器竞争压缩议价权,"AI infra demand (seeds: 科华数据, 科士达, 英维克) → 数据中心低压配电/UPS/HVDC/智能配电柜",BOM边,电力设备 ETF (516950/515030),公募/北向/陆股通
196,P0_first_batch,603861.SH,白云电器,A股主板,中国资产池,D1,智算中心供电/变压器/高低压开关/母线槽/直流供电,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 投资者关系活动记录 / 数据中心解决方案产品页 / 项目中标公告,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,长期服务数据中心行业；智能算力领域电力能源解决方案；数据中心产品集群覆盖变压器、电源、高低压开关等,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,数据中心只是众多应用之一；需核验AIDC项目占比、毛利率、订单持续性、回款周期,"AI infra demand (seeds: 国电南瑞, 思源电气, 中国西电) → 智算中心供电/变压器/高低压开关/母线槽/直流供电",产能边,电力设备 ETF (516950/515030),公募/北向/陆股通
197,P3_deep_radar,000400.SZ,许继电气,A股主板,中国资产池,D2,变配电设备/一体化管控平台/HVDC电源系统/算力中心供电,雷达池,60,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 互动平台原文 / HVDC产品资料 / 数据中心项目验收公告,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,可为算力中心提供变配电设备、一体化管控平台、HVDC电源系统；客户含IDC服务商、电网企业、互联网企业,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,待原文核验,公司提示相关产品市场开拓初期、订单占比很小；雷达池而非核心池,"AI infra demand (seeds: 国电南瑞, 思源电气, 中国西电) → 变配电设备/一体化管控平台/HVDC电源系统/算力中心供电",技术边,电力设备 ETF (516950/515030),公募/北向/陆股通
198,P2_radar_if_blocks_d2,002272.SZ,川润股份,A股主板,中国资产池,D1,算力液冷/数据中心液冷系统/绿色能源/储能液冷,雷达池,72,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 液冷系统产品页 / 数据中心客户订单 / 行业标准参与文件,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,聚焦战略级液冷业务；提出为客户提供算力液冷+绿色能源整体解决方案；研发数据/算力中心液冷系统关键技术,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,合理推论,2025年仍亏损；液冷收入增速需配合绝对规模、毛利率、客户验收、现金流核验,"AI infra demand (seeds: 英维克, 佳力图, 科华数据) → 算力液冷/数据中心液冷系统/绿色能源/储能液冷",技术边,数据中心/液冷主题 ETF (516000),公募/北向/陆股通
199,P0_first_batch,002126.SZ,银轮股份,A股主板,中国资产池,D1,数据中心液冷模组/换热器/热管理零部件/北美台系客户,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 数据中心液冷产品页 / 客户认证与订单 / 数字能源业务收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,数据中心领域定位液冷模组零部件供应商；聚焦北美及台系客户；以不锈钢板式换热器突破,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,车用热管理仍主业；数据中心业务可能尚处爬坡；需核验北美/台系是否形成稳定量产,"AI infra demand (seeds: 英维克, 佳力图, 三花智控) → 数据中心液冷模组/换热器/热管理零部件/北美台系客户",BOM边,数据中心/液冷主题 ETF (516000),公募/北向/陆股通
200,P3_deep_radar,002927.SZ,泰永长征,A股主板,中国资产池,D3,数据中心配电/固态断路器/直流框架隔离开关/低压电器,雷达池,60,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 投资者关系记录 / 固态断路器产品页 / 数据中心客户订单,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,数据中心配电领域技术突破；为新一代算力基础设施奠定基础；有专为数据中心开发的固态断路器,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,待原文核验,2025年营收下降且归母亏损，现金流明显承压；先作为雷达池,"AI infra demand (seeds: 科华数据, 科士达, 中恒电气) → 数据中心配电/固态断路器/直流框架隔离开关/低压电器",BOM边,电力设备 ETF (516950/515030),公募/北向/陆股通
201,P1_d1_d3_followup,600641.SH,先导基电(凯世通),A股主板,中国资产池,D2,离子注入机/半导体设备/WFE/集成电路核心装备,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 离子注入机交付/验收公告 / 客户认证资料 / 设备订单与收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,AI服务器与HBM需求推动WFE投资高位；旗下凯世通聚焦集成电路离子注入设备,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,WFE国产替代≠AI直接拉动；需拆分AI/HBM相关扩产与成熟制程、功率半导体设备需求,"AI infra demand (seeds: 北方华创, 至纯科技, 雅克科技) → 离子注入机/半导体设备/WFE/集成电路核心装备",技术边,云计算/AI主题 ETF,公募/北向/陆股通
202,P1_d1_d3_followup,603688.SH,石英股份,A股主板,中国资产池,D2,半导体石英材料/晶圆制造材料/高纯石英,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 半导体石英认证进展 / 客户认证资料 / 半导体收入占比,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,半导体用石英产品认证周期长；半导体晶圆制造环节推出更高纯度、耐高温新品；受益AI带动存储芯片需求,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,光伏石英周期和半导体石英需严格拆分；AI需求主要是二阶推导，量产收入更关键,"AI infra demand (seeds: 北方华创, 至纯科技, 雅克科技) → 半导体石英材料/晶圆制造材料/高纯石英",BOM边,半导体材料/设备 ETF (512760/516920),公募/北向/陆股通
203,P1_d1_d3_followup,002119.SZ,康强电子,A股主板,中国资产池,D2,封装材料/引线框架/键合丝/集成电路封测基础材料,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 产品收入结构 / 先进封装客户资料 / 封测客户公告,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,主营半导体封装材料引线框架、键合丝,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,引线框架/键合丝偏传统封装材料，和AI先进封装/HBM链距离较远；需核验是否进高端封测,"AI infra demand (seeds: 长电科技, 通富微电, 华天科技) → 封装材料/引线框架/键合丝/集成电路封测基础材料",BOM边,半导体材料/设备 ETF (512760/516920),公募/北向/陆股通
204,P1_d1_d3_followup,003043.SZ,华亚智能,A股主板,中国资产池,D2,半导体设备结构件/设备集成装配/精密金属结构件,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 半导体设备客户清单 / 结构件收入拆分 / 设备维修业务客户,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,半导体设备领域结构件业务是精密金属结构件核心业务,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,更接近半导体设备配套件，AI链条为三阶映射；需核验客户是否对应先进制程/HBM,"AI infra demand (seeds: 北方华创, 至纯科技, 半导体设备链) → 半导体设备结构件/设备集成装配/精密金属结构件",产能边,云计算/AI主题 ETF,公募/北向/陆股通
205,P1_d1_d3_followup,002549.SZ,凯美特气,A股主板,中国资产池,D2,电子特气/准分子激光气体/光刻气/半导体材料,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 电子特气认证资料 / 客户认证公告 / 电子特气收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,高品质电子特种气体获多家客户认可；准分子激光气体获Coherent认证；光刻气产品获相关认证,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,主业仍含二氧化碳、氢气、燃料类产品；电子特气收入占比和半导体客户放量需核验,"AI infra demand (seeds: 雅克科技, 至纯科技, 昊华科技) → 电子特气/准分子激光气体/光刻气/半导体材料",BOM边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
206,P3_deep_radar,600160.SH,巨化股份,A股主板,中国资产池,D3,含氟电子化学品/氟化工/电子化学品/半导体材料,雷达池,60,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 含氟电子化学品收入拆分 / 半导体客户资料 / 电子级产品认证,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,氟化工拥有含氟电子化学品和无机氟化物产品体系；含氟电子化学品上游雷达,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,待原文核验,2025年业绩主要可能来自制冷剂配额和氟化工景气；防止化工周期误映射为AI Infra材料,"AI infra demand (seeds: 雅克科技, 昊华科技, 江化微) → 含氟电子化学品/氟化工/电子化学品/半导体材料",BOM边,半导体材料/设备 ETF (512760/516920),公募/北向/陆股通
207,P0_first_batch,603887.SH,城地香江,A股主板,中国资产池,D1,IDC投资运营/IDC综合解决方案/智算中心建设/运营商数据中心,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 重大合同公告 / 项目交付公告 / IDC收入与毛利拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,智算中心建设；交付中国电信江北、中国移动长三角数据中心楼栋；新签中国移动呼和浩特IDC等重大项目,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,公司仍有亏损和减值；IDC项目进入稳定运营期前，收入/毛利/现金流兑现需逐季跟踪,"AI infra demand (seeds: 中国移动, 中国电信, 运营商IDC) → IDC投资运营/IDC综合解决方案/智算中心建设/运营商数据中心",客户边,云计算/IDC ETF (516630),公募/北向/陆股通
208,P1_d1_d3_followup,600126.SH,杭钢股份,A股主板,中国资产池,D2,云计算数据中心/数据中心机柜/算力服务/钢铁转型IDC,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 云计算数据中心项目公告 / 机柜出租率 / 客户合同,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,"浙江云计算数据中心项目北区5栋已完成建设和交付，累计6,908个机柜运营",AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,钢铁主业周期与IDC转型混杂；需核验机柜利用率、电力成本、客户期限、IDC利润贡献,"AI infra demand (seeds: 中国移动, 中国电信, IDC) → 云计算数据中心/数据中心机柜/算力服务/钢铁转型IDC",产能边,云计算/IDC ETF (516630),公募/北向/陆股通
209,P1_d1_d3_followup,600797.SH,浙大网新,A股主板,中国资产池,D2,IDC托管/智算云服务/算网融合/云计算,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 智算云服务收入拆分 / 数据中心利用率 / 客户合同,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,第三方独立IDC运营商，通过杭州、成都等六大数据中心提供算网融合、IDC托管、云计算服务,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,2025年仍亏损；政务云/政府IT支出和项目结算周期拖累；需确认智算云能否独立改善盈利,"AI infra demand (seeds: 中国移动, 中国电信, 云服务) → IDC托管/智算云服务/算网融合/云计算",客户边,云计算/IDC ETF (516630),公募/北向/陆股通
210,P0_first_batch,603881.SH,数据港,A股主板,中国资产池,D1,IDC/IDC解决方案/云服务销售/智算业务,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 客户结构披露 / 智算业务收入拆分 / 机柜利用率,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,主要业务包括IDC业务、IDC解决方案、云服务销售、智算业务四大类,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,重点核验客户集中度和阿里等大客户投放节奏；IDC稳定收入不一定转化为AI算力弹性,"AI infra demand (seeds: 中国移动, 中国电信, IDC) → IDC/IDC解决方案/云服务销售/智算业务",客户边,云计算/IDC ETF (516630),公募/北向/陆股通
211,P3_deep_radar,002929.SZ,润建股份,A股主板,中国资产池,D2,智能算力中心/AI训练算力/推理算力/算力服务,雷达池,60,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 智能算力中心项目公告 / 设备采购与融资资料 / 客户合同和利用率,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,智能算力中心定位为面向社会多主体的新型公共基础设施，建成后主要提供AI大模型训练/推理算力,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,待原文核验,需核验项目建设进度、GPU/国产卡配置、客户锁定、融资成本、折旧压力；募集资金变更需跟踪,"AI infra demand (seeds: 中国移动, 中国电信, 运营商) → 智能算力中心/AI训练算力/推理算力/算力服务",客户边,云计算/算力 ETF (516630/AIQ proxy),公募/北向/陆股通
212,P0_first_batch,603019.SH,中科曙光,A股主板,中国资产池,D1,AI server/国产算力/算力服务/超节点scaleX640,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / scaleX640产品资料 / 客户中标公告,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,聚焦算力基础设施全产业链；产品含高性能计算机、通用服务器、存储；披露单机柜级超节点 scaleX640,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,国产化政策红利与AI实际拉动需拆分；客户集中于政企；需核验毛利率持续性,"AI infra demand (seeds: 浪潮信息, 工业富联, 紫光股份) → AI server/国产算力/算力服务/超节点scaleX640",技术边,云计算/算力 ETF (516630/AIQ proxy),公募/北向/陆股通
213,P0_first_batch,002475.SZ,立讯精密,A股主板,中国资产池,D1,AI rack/高速互连/铜缆/1.6T光高速互联/热管理/Power Shelf,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 数据中心业务收入拆分 / 客户认证资料 / 产品规格页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,数据中心业务覆盖铜缆高速互连、1.6T光高速互联、热管理、AI机柜电源 Power Shelf,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,消费电子（果链）仍主业；数据中心业务毛利与收入占比需核验,"AI infra demand (seeds: 工业富联, 东山精密, 中科曙光) → AI rack/高速互连/铜缆/1.6T光高速互联/热管理/Power Shelf",BOM边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
214,P0_first_batch,603186.SH,华正新材,A股主板,中国资产池,D2,高速CCL/AI server/交换机/光模块用CCL,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 高速CCL客户认证 / 收入拆分 / 新品规格页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,高速覆铜板聚焦AI服务器、交换机、光模块；研发低介电损耗、低热膨胀材料,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,CCL行业有 EMC/Panasonic/生益 强竞争；需核验高速产品爬坡和客户认证进度,"AI infra demand (seeds: 沪电股份, 深南电路, 生益科技) → 高速CCL/AI server/交换机/光模块用CCL",BOM边,通信/电子/PCB ETF (515260/512480),公募/北向/陆股通
215,P0_first_batch,600050.SH,中国联通,A股主板,中国资产池,D1,运营商/AI云/IDC/网络采购/AI云演进,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 投资人简报 / CapEx计划 / AI云产品页,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,加快向AI云演进；构建应用+模型+资源的算力经营模式；作为运营商CapEx买方,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,运营商资本开支节奏受政策影响；AI云对集团利润贡献有限,"AI infra demand (seeds: 中国移动, 中国电信, 数据港) → 运营商/AI云/IDC/网络采购/AI云演进",客户边,云计算/IDC ETF (516630),公募/北向/陆股通
216,P0_first_batch,002851.SZ,麦格米特,A股主板,中国资产池,D1,AI rack电源/数据中心电源/超算机柜HVDC,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / Power Shelf产品页 / 客户认证资料 / 数据中心收入拆分,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,为AI服务器超算机柜提供高效率高压直流电源；兼具断电短时备电和超级电容功能,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,工控/家电/汽车业务混杂；数据中心电源占比和大客户认证节奏需核验,"AI infra demand (seeds: 科华数据, 科士达, 中恒电气) → AI rack电源/数据中心电源/超算机柜HVDC",BOM边,电力设备 ETF (516950/515030),公募/北向/陆股通
217,P0_first_batch,002364.SZ,中恒电气,A股主板,中国资产池,D1,HVDC/数据中心供电/IDC电源改造/10kV预制化直流系统,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 10kV直流系统产品页 / 数据中心客户公告,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,数据中心用预制化10kV直转直流电源系统；半年度报告指向数据中心HVDC直流供配电,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,HVDC渗透率仍低；客户集中政企/运营商；需核验订单连续性,"AI infra demand (seeds: 科华数据, 麦格米特, 良信股份) → HVDC/数据中心供电/IDC电源改造/10kV预制化直流系统",BOM边,电力设备 ETF (516950/515030),公募/北向/陆股通
218,P0_first_batch,000811.SZ,冰轮环境,A股主板,中国资产池,D1,数据中心冷源/热交换器/液冷,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 液冷热交换器产品页 / 客户认证,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,子公司服务数据中心冷却系统；研发液冷系统热交换器,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,工业制冷主业占比仍高；数据中心液冷收入占比待核验,"AI infra demand (seeds: 英维克, 佳力图, 三花智控) → 数据中心冷源/热交换器/液冷",BOM边,数据中心/液冷主题 ETF (516000),公募/北向/陆股通
219,P0_first_batch,600487.SH,亨通光电,A股主板,中国资产池,D1,光通信/数据中心互联/光纤光缆/AI服务器间高速数据传输,核心候选,92,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / 光收发模块产品页 / 运营商和数据中心客户,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,光收发模块是数据中心互连关键组件；AI服务器间高速数据传输需求,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,海缆+光缆传统业务为主；AI数据中心直接收入占比待拆分,"AI infra demand (seeds: 光迅科技, 长飞光纤, 运营商) → 光通信/数据中心互联/光纤光缆/AI服务器间高速数据传输",技术边,通信/光通信 ETF (515160/515880),公募/北向/陆股通
220,P1_d1_d3_followup,000066.SZ,中国长城,A股主板,中国资产池,D2,国产服务器/AI训推一体机,候选池,82,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",2025年年度报告 / AI一体机产品页 / 客户合同,AI/数据中心相关收入拆分、毛利率、客户结构、订单与交付节奏,交付多款AI训推一体机；官网展示AI服务器等算力基础设施产品,AI收入披露薄弱、客户/订单不可持续、毛利率压缩、现金流恶化,原文已证明,政企客户回款慢；国产化补贴依赖；毛利率不稳,"AI infra demand (seeds: 浪潮信息, 紫光股份, 中科曙光) → 国产服务器/AI训推一体机",技术边,云计算/算力 ETF (516630/AIQ proxy),公募/北向/陆股通
